,index,RA,e_RA_ICRS,DEC,e_DE_ICRS,MainID,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,Dup,FG,e_FG,Gmag,e_Gmag,FBP,e_FBP,BPmag,e_BPmag,FRP,e_FRP,RPmag,e_RPmag,BP-RP,RV,e_RV,Teff,AG,E_BP-RP_,Rad,Lum,in_field,Weight
85,230,150.194500237,0.0518,-54.79711846508,0.0491,5260177465419213952,0.5554,0.0616,-4.02,0.107,2.899,0.094,0,3661.7,2.2843,16.7791,0.0007,1694.6,8.5903,17.2788,0.0055,2888.4,9.0277,16.1103,0.0034,1.1685,,,4886.0,0.5237,0.262,1.02,0.532,IN,0
86,204,150.1791607004,0.0735,-54.79708766257,0.0688,5260177499778946048,0.2443,0.0869,-3.907,0.147,3.849,0.132,0,2186.5,1.8913,17.339,0.0009,674.8,7.9299,18.2784,0.0128,2407.7,11.737,16.3079,0.0053,1.9705,,,,,,,,IN,0
87,186,150.17738563698,0.087,-54.79698734382,0.0794,5260177499769670144,0.428,0.1001,-0.621,0.179,4.051,0.17,0,2047.4,1.9753,17.4104,0.001,932.56,7.4805,17.9272,0.0087,1809.3,13.647,16.6181,0.0082,1.3091,,,,,,,,IN,0
88,226,150.19742215707,0.0705,-54.79681739045,0.0683,5260177465419216256,0.2859,0.0847,-1.82,0.148,5.595,0.131,0,2763.2,2.369,17.0848,0.0009,744.38,6.5997,18.1719,0.0096,3138.4,9.802,16.0202,0.0034,2.1517,,,,,,,,IN,0
89,82,150.14307130759,0.1553,-54.79674729498,0.1574,5260177327970909568,0.2917,0.1896,-3.819,0.308,1.961,0.273,0,764.6,1.2975,18.4798,0.0018,326.12,6.738,19.0679,0.0224,788.04,11.22,17.5206,0.0155,1.5474,,,,,,,,IN,0
90,129,150.14088318222,0.2209,-54.79662334627,0.2318,5260177327980243968,0.4278,0.2804,-8.44,0.485,2.89,0.458,0,18128.0,52.812,15.0425,0.0032,6321.4,16.291,15.8494,0.0028,20149.0,35.181,14.0013,0.0019,1.8481,,,4062.5,,,,,IN,0
91,144,150.1746387032,0.1106,-54.79657013188,0.1054,5260177495461259264,0.1628,0.1313,-4.014,0.225,2.622,0.203,0,1496.4,1.8008,17.7507,0.0013,700.11,10.284,18.2385,0.0159,1383.7,9.2188,16.9093,0.0072,1.3291,,,,,,,,IN,0
92,193,150.18696212033,0.16,-54.79626322618,0.1518,5260177495457212288,0.1174,0.1895,-10.054,0.33,3.496,0.29,0,635.55,1.2303,18.6805,0.0021,248.53,7.6491,19.363,0.0334,657.83,6.801,17.7166,0.0112,1.6463,,,,,,,,IN,0
93,162,150.19071680226,0.1303,-54.79614725864,0.1221,5260177461097013632,-0.0464,0.1526,-4.633,0.266,2.775,0.232,0,831.33,1.1827,18.3889,0.0015,349.86,5.9251,18.9917,0.0184,800.39,7.9799,17.5037,0.0108,1.488,,,,,,,,IN,0
94,209,150.16567664884,0.0756,-54.79590978468,0.0762,5260177499778943232,0.2575,0.0972,-4.298,0.153,2.471,0.133,0,2399.4,2.1727,17.2381,0.001,,,,,,,,,,,,,,,,,IN,0
95,157,150.16664617616,0.0581,-54.79590450857,0.0589,5260177495456743552,0.1626,0.0729,-4.368,0.118,2.685,0.105,0,3643.5,2.7781,16.7846,0.0008,1762.4,22.399,17.2362,0.0138,3292.1,40.898,15.9682,0.0135,1.2679,,,4566.7,,,,,IN,0
96,124,150.13071101402,0.0522,-54.79540903518,0.049,5260177327980242304,0.3397,0.0599,-6.354,0.105,3.462,0.093,0,4419.0,3.2556,16.5751,0.0008,1506.3,9.1124,17.4066,0.0066,4473.9,11.043,15.6352,0.0027,1.7714,,,3974.0,2.352,1.238,,,IN,0
97,216,150.16065864199,0.0712,-54.79511760036,0.0667,5260177499778942080,0.1579,0.0846,-4.208,0.146,2.605,0.131,0,18520.0,10.042,15.0192,0.0006,8585.5,11.927,15.517,0.0015,15263.0,25.734,14.3028,0.0018,1.2141,,,4884.0,,,,,IN,0
98,163,150.18417551046,0.1657,-54.79498539573,0.1525,5260177495456752256,0.1213,0.1914,-5.737,0.347,3.908,0.299,0,665.36,1.1882,18.6307,0.0019,250.82,10.024,19.353,0.0434,701.76,7.1724,17.6464,0.0111,1.7065,,,,,,,,IN,0
99,100,150.14527345511,0.2099,-54.794965382,0.1912,5260177323658054400,0.1612,0.2391,-4.684,0.413,2.588,0.373,0,489.18,1.1465,18.9647,0.0025,214.54,7.413,19.5226,0.0375,505.14,9.545,18.0034,0.0205,1.5192,,,,,,,,IN,0
100,371,150.1568413034,0.2676,-54.79488661528,0.2943,5260177705937371008,0.8427,0.3413,-5.124,0.567,2.262,0.529,0,507.18,2.4409,18.9255,0.0052,,,,,,,,,,,,,,,,,IN,0
101,88,150.14189873406,0.123,-54.79477981145,0.1168,5260177327970912896,0.2361,0.144,-6.035,0.247,4.426,0.223,0,1059.1,1.6321,18.1261,0.0017,365.09,12.871,18.9454,0.0383,1162.2,13.811,17.0988,0.0129,1.8466,,,,,,,,IN,0
102,266,150.17280385626,0.2493,-54.79458965852,0.2222,5260177499779211392,-0.1199,0.3042,-4.689,0.55,2.549,0.409,0,474.19,1.9219,18.9985,0.0044,350.73,23.54,18.989,0.0729,1293.9,141.56,16.9822,0.1188,2.0068,,,,,,,,IN,0
103,161,150.19020000923,0.1065,-54.7945139688,0.1,5260177461097013504,0.1299,0.1227,-4.51,0.217,2.6,0.189,0,1135.5,1.4726,18.0504,0.0014,479.9,7.4295,18.6485,0.0168,1002.4,8.6378,17.2593,0.0094,1.3892,,,,,,,,IN,0
104,370,150.15474827799,0.0523,-54.79434733182,0.0492,5260177705937370880,0.217,0.0585,-4.007,0.106,2.698,0.094,1,820870.0,930.83,10.9027,0.0012,113800.0,702.43,12.7111,0.0067,1129500.0,3886.1,9.6297,0.0037,3.0814,,,3387.0,2.2037,1.1428,,,IN,0
105,83,150.15105275872,0.1312,-54.79432481674,0.1218,5260177327972735488,0.6028,0.1459,-4.237,0.265,3.153,0.24,0,1339.4,2.4562,17.8711,0.002,622.72,9.4104,18.3657,0.0164,1511.8,18.757,16.8132,0.0135,1.5525,,,,,,,,IN,0
106,160,150.18708581451,0.0697,-54.79427298916,0.0624,5260177529816490112,0.0062,0.0803,-4.323,0.139,2.592,0.117,0,2324.6,1.7546,17.2725,0.0008,1066.2,7.6241,17.7818,0.0078,1909.2,7.444,16.5598,0.0042,1.222,,,,,,,,IN,0
107,228,150.1748398726,0.1336,-54.79373400163,0.1379,5260177499769676544,0.2256,0.1621,-4.136,0.289,2.763,0.26,0,941.03,1.7928,18.2544,0.0021,552.98,20.499,18.4946,0.0402,1259.1,70.74,17.0118,0.061,1.4828,,,,,,,,IN,0
108,137,150.13511427131,0.1723,-54.79365394279,0.1604,5260177327970904960,0.3861,0.2167,-3.837,0.356,3.122,0.283,0,664.35,1.3678,18.6324,0.0022,441.86,15.89,18.7382,0.039,909.46,28.477,17.365,0.034,1.3732,,,,,,,,IN,0
109,284,150.21312772151,0.0327,-54.79362838006,0.029,5260177564176226304,0.6238,0.0362,1.397,0.065,-1.653,0.055,0,9053.5,4.3265,15.7963,0.0005,4502.0,13.876,16.2179,0.0033,6765.3,15.92,15.1862,0.0026,1.0317,,,5152.1,0.6317,0.3055,1.25,0.985,IN,0
110,270,150.18108899962,0.0843,-54.79359918103,0.0868,5260177499778949248,0.2287,0.1044,-4.101,0.175,2.615,0.161,0,1604.5,1.8877,17.675,0.0013,740.06,6.7819,18.1782,0.0099,1361.2,8.6464,16.9271,0.0069,1.2511,,,,,,,,IN,0
111,343,150.15710669037,0.1717,-54.7935630842,0.1732,5260177705928077952,0.3675,0.2059,-5.951,0.343,3.276,0.374,0,723.33,2.0137,18.54,0.003,415.09,19.304,18.806,0.0505,1395.9,91.49,16.8998,0.0712,1.9063,,,,,,,,IN,0
112,268,150.17177547973,0.0317,-54.79349336869,0.0302,5260177495456252288,0.0802,0.0368,-4.203,0.066,2.875,0.057,0,305180.0,115.38,11.977,0.0004,54648.0,193.98,13.5075,0.0039,397890.0,538.01,10.7625,0.0015,2.745,,,4094.04,,,,,IN,0
113,86,150.13395920132,0.0337,-54.7934222765,0.0317,5260177327970905088,0.1754,0.039,-10.064,0.069,2.304,0.06,0,21600.0,8.0257,14.8522,0.0004,6020.3,17.309,15.9024,0.0031,24198.0,24.201,13.8025,0.0011,2.0999,,,3854.22,1.6315,0.797,,,IN,0
114,200,150.17612992067,0.093,-54.79285806028,0.0959,5260177499778947840,0.0587,0.115,-4.694,0.194,2.735,0.176,0,1650.6,2.1327,17.6443,0.0014,,,,,,,,,,,,,,,,,IN,0
115,249,150.18841228007,0.1154,-54.79281691538,0.1033,5260177534129447424,0.1688,0.1336,-4.235,0.229,2.528,0.194,0,1077.8,1.385,18.107,0.0014,476.36,11.868,18.6566,0.027,944.25,9.928,17.3242,0.0114,1.3323,,,,,,,,IN,0
116,207,150.17519055044,0.0423,-54.79279897672,0.0426,5260177499778946944,0.0449,0.0518,-4.03,0.091,2.604,0.081,0,6861.6,5.0321,16.0973,0.0008,3246.2,22.875,16.573,0.0077,6084.8,47.996,15.3013,0.0086,1.2717,,,4684.0,,,,,IN,0
117,96,150.14498025679,0.1882,-54.79279162382,0.1743,5260177327970921344,0.1896,0.2242,-4.193,0.377,2.678,0.336,0,534.22,1.3049,18.8691,0.0027,222.65,7.6896,19.4823,0.0375,563.0,9.4719,17.8856,0.0183,1.5967,,,,,,,,IN,0
118,184,150.17179863458,0.9159,-54.79244961551,0.8661,5260177499769672448,,,,,,,0,970.72,2.4605,18.2206,0.0028,647.76,28.827,18.3229,0.0483,2126.1,86.082,16.443,0.044,1.8799,,,,,,,,IN,0
119,342,150.15608112923,0.1908,-54.79231401652,0.1608,5260177705928079872,0.5275,0.2092,-6.377,0.354,3.272,0.291,0,672.24,1.3117,18.6195,0.0021,366.74,7.6002,18.9405,0.0225,900.11,17.25,17.3762,0.0208,1.5643,,,,,,,,IN,0
120,150,150.16558686256,0.0619,-54.79220818971,0.0661,5260177495461257728,0.1116,0.0796,-4.448,0.125,2.503,0.113,0,3217.0,2.8362,16.9197,0.001,1459.1,13.865,17.4412,0.0103,2865.6,23.761,16.1189,0.009,1.3223,,,4760.0,,,,,IN,0
121,354,150.15909610632,0.226,-54.79217000161,0.2154,5260177705928084480,0.1422,0.2675,-5.083,0.466,2.907,0.416,0,484.15,1.3126,18.9759,0.0029,309.6,8.8769,19.1244,0.0311,813.59,29.758,17.4859,0.0397,1.6385,,,,,,,,IN,0
122,185,150.17128476804,0.1578,-54.79187200093,0.1411,5260177499769672576,0.4203,0.1761,-2.804,0.34,2.991,0.313,0,758.44,1.4524,18.4886,0.0021,260.97,10.317,19.3099,0.0429,1027.9,11.425,17.232,0.0121,2.0779,,,,,,,,IN,0
123,95,150.14448290532,0.1678,-54.79185501181,0.1558,5260177327970922496,-0.0005,0.2008,-4.567,0.34,3.8,0.3,0,606.03,1.0972,18.7321,0.002,183.37,6.2004,19.6931,0.0367,749.68,12.038,17.5747,0.0174,2.1183,,,,,,,,IN,0
124,102,150.13879795234,0.2181,-54.79180007327,0.2134,5260177323658063872,-0.9587,0.2561,-4.413,0.432,2.417,0.382,0,553.76,1.2879,18.8301,0.0025,262.95,9.5058,19.3017,0.0392,553.85,9.636,17.9034,0.0189,1.3983,,,,,,,,IN,0
125,210,150.17774458629,0.1728,-54.79165150565,0.1909,5260177499769688320,-0.1171,0.2169,-4.451,0.365,2.635,0.393,0,808.12,1.5692,18.4197,0.0021,433.2,15.014,18.7597,0.0376,880.11,18.074,17.4006,0.0223,1.3591,,,,,,,,IN,0
126,195,150.17262354498,0.1853,-54.79148727556,0.1737,5260177499769679360,-0.0634,0.2229,-3.931,0.37,2.273,0.336,0,568.33,1.3173,18.8019,0.0025,287.54,14.643,19.2046,0.0553,760.09,42.04,17.5598,0.0601,1.6449,,,,,,,,IN,0
127,242,150.18479832525,0.0978,-54.79142927665,0.0877,5260177534129444480,0.0335,0.108,-6.921,0.204,3.536,0.17,0,1875.8,2.0737,17.5054,0.0012,830.32,8.4004,18.0533,0.011,1807.2,11.395,16.6194,0.0068,1.4339,,,,,,,,IN,0
128,156,150.19576824054,0.1502,-54.79141503373,0.1403,5260177461097020416,0.2873,0.1802,-4.221,0.315,3.011,0.265,0,773.39,1.2547,18.4674,0.0018,301.42,9.8448,19.1534,0.0355,763.74,7.3706,17.5546,0.0105,1.5989,,,,,,,,IN,0
129,233,150.17904101279,0.0346,-54.79128397156,0.036,5260177499778949504,0.1148,0.0422,-4.383,0.072,2.741,0.07,0,8072.0,5.6423,15.9209,0.0008,3771.9,13.004,16.41,0.0037,6567.4,16.795,15.2184,0.0028,1.1915,,,4901.0,,,,,IN,0
130,201,150.16569839157,0.0325,-54.79126949706,0.0359,5260177499778945152,0.0875,0.0383,-4.444,0.066,2.76,0.072,0,11946.0,6.0304,15.4953,0.0005,5539.0,15.87,15.9928,0.0031,9820.5,14.279,14.7816,0.0016,1.2112,,,4872.75,,,,,IN,0
131,103,150.13505946681,0.134,-54.79125692758,0.1289,5260177323658065280,0.1435,0.1575,-3.953,0.264,2.729,0.229,0,890.72,1.3111,18.314,0.0016,409.87,9.1345,18.8198,0.0242,873.0,11.869,17.4094,0.0148,1.4104,,,,,,,,IN,0
132,429,150.16031953274,0.0935,-54.79123853486,0.0914,5260177705928087680,0.2268,0.1165,-3.905,0.188,2.651,0.168,0,1698.5,2.2613,17.6132,0.0014,1029.7,33.84,17.8196,0.0357,2135.4,42.671,16.4382,0.0217,1.3814,,,,,,,,IN,0
133,174,150.16886444141,0.0847,-54.79117422424,0.0788,5260177495457181824,-0.0074,0.0962,-4.102,0.181,2.844,0.166,0,1739.8,1.6828,17.5871,0.0011,787.48,10.451,18.1108,0.0144,1643.5,18.796,16.7225,0.0124,1.3883,,,,,,,,IN,0
134,392,150.1536377887,0.1357,-54.79116936561,0.1294,5260177705937372416,0.5477,0.1542,-2.434,0.308,3.661,0.271,0,12685.0,30.504,15.4302,0.0026,7383.9,115.05,15.6807,0.0169,13000.0,184.6,14.4771,0.0154,1.2036,,,5074.4,,,,,IN,0
135,229,150.18296082746,0.0492,-54.7910174392,0.0467,5260177534138690560,0.1143,0.0573,-4.321,0.104,2.644,0.09,0,4610.8,3.3783,16.5289,0.0008,2271.7,29.053,16.9605,0.0139,3909.0,24.269,15.7818,0.0067,1.1787,,,5037.74,,,,,IN,0
136,344,150.15336276451,0.1269,-54.79092116323,0.0984,5260177705928079232,0.2076,0.0715,-3.666,0.281,2.983,0.218,0,5158.8,5.7344,16.407,0.0012,,,,,,,,,,,,,,,,,IN,0
137,347,150.15985196276,0.1468,-54.79081122766,0.169,5260177705928087552,0.3283,0.2004,-2.381,0.33,2.465,0.303,0,1192.1,3.6143,17.9976,0.0033,1195.3,244.06,17.6577,0.2217,2180.1,240.02,16.4157,0.1195,1.242,,,,,,,,IN,0
138,367,150.15514823483,0.0955,-54.7907639122,0.0807,5260177705937373056,-0.1882,0.0995,-3.956,0.2,2.646,0.162,0,3329.6,3.1307,16.8824,0.001,1602.5,16.898,17.3394,0.0114,2896.9,17.231,16.1071,0.0065,1.2323,,,4751.75,,,,,IN,0
139,205,150.17067057188,0.1279,-54.79043641486,0.1198,5260177499778946688,0.144,0.154,-4.379,0.268,2.533,0.23,0,914.52,1.3161,18.2854,0.0016,450.17,18.657,18.718,0.045,848.97,15.702,17.4397,0.0201,1.2783,,,,,,,,IN,0
140,388,150.16199913219,0.0218,-54.79042246582,0.0219,5260177705937374848,0.1183,0.0263,-4.067,0.045,2.624,0.041,1,23040.0,10.925,14.7822,0.0005,10746.0,18.919,15.2733,0.0019,19018.0,26.195,14.064,0.0015,1.2092,,,4893.5,,,,,IN,0
141,245,150.18929497,0.2043,-54.79038704108,0.2026,5260177529825731072,-0.0375,0.2603,-3.553,0.404,3.263,0.349,0,480.47,1.1652,18.9842,0.0026,229.44,9.4498,19.4497,0.0447,489.84,9.3324,18.0368,0.0207,1.413,,,,,,,,IN,0
142,149,150.16507597936,0.0437,-54.79034649385,0.0431,5260177495461257472,0.1739,0.0528,-4.156,0.089,2.683,0.079,0,5389.6,3.1766,16.3595,0.0006,2543.3,14.434,16.8379,0.0062,4576.3,11.792,15.6106,0.0028,1.2273,,,4835.01,,,,,IN,0
143,182,150.16659305265,0.0896,-54.79027577466,0.0926,5260177499769674752,0.4956,0.1017,-3.549,0.193,2.394,0.192,0,1724.8,1.7498,17.5965,0.0011,818.38,7.4704,18.069,0.0099,1591.4,14.062,16.7575,0.0096,1.3115,,,,,,,,IN,0
144,227,150.17900846638,0.1673,-54.79026706361,0.1663,5260177534129434752,0.1227,0.1994,-5.251,0.344,2.91,0.324,0,568.15,1.0767,18.8022,0.0021,270.78,13.808,19.2699,0.0554,683.9,12.22,17.6744,0.0194,1.5954,,,,,,,,IN,0
145,271,150.18317733386,0.0236,-54.79022504395,0.0252,5260177534138691456,0.1467,0.0297,-4.232,0.05,2.74,0.05,0,18945.0,22.105,14.9947,0.0013,8988.6,23.824,15.4672,0.0029,15303.0,36.813,14.3,0.0026,1.1672,,,4898.0,,,,,IN,0
146,348,150.15903855166,0.1852,-54.79020730022,0.1772,5260177705928088448,-0.001,0.2188,-3.918,0.389,2.984,0.373,0,568.78,1.0319,18.801,0.002,286.11,7.6431,19.2101,0.029,579.31,11.163,17.8546,0.0209,1.3554,,,,,,,,IN,0
147,158,150.19810121344,0.0866,-54.79016651033,0.0734,5260177461097020288,0.2545,0.0944,-5.429,0.18,3.07,0.145,0,2195.1,2.1118,17.3347,0.001,915.79,9.8938,17.9469,0.0117,2286.0,33.378,16.3642,0.0159,1.5827,,,,,,,,IN,0
148,175,150.16917350274,0.0456,-54.78969261915,0.0466,5260177495457182464,0.1967,0.0525,-4.115,0.094,2.619,0.094,0,5368.0,3.6788,16.3638,0.0007,2452.9,9.6527,16.8772,0.0043,4500.5,11.571,15.6288,0.0028,1.2484,,,4899.25,,,,,IN,0
149,213,150.18781744029,0.1006,-54.78957664711,0.1027,5260177529816951680,0.0216,0.1221,-4.279,0.209,2.668,0.189,0,1407.1,1.5719,17.8176,0.0012,669.83,11.065,18.2865,0.0179,1227.6,10.49,17.0393,0.0093,1.2472,,,,,,,,IN,0
150,416,150.15149188981,0.0362,-54.78953832094,0.0334,5260177705937560832,0.053,0.0418,-4.287,0.073,2.699,0.064,0,7923.9,6.263,15.941,0.0009,3765.4,16.184,16.4119,0.0047,6327.3,17.774,15.2589,0.003,1.153,,,4899.93,,,,,IN,0
151,203,150.16418109925,0.0924,-54.78953290581,0.0947,5260177499778945536,0.202,0.1126,-4.224,0.191,2.673,0.173,0,1531.5,1.6402,17.7256,0.0012,706.18,10.134,18.2291,0.0156,1535.5,15.83,16.7963,0.0112,1.4328,,,,,,,,IN,0
152,236,150.17629811154,0.023,-54.78953148765,0.022,5260177534138689024,0.0979,0.0268,-4.257,0.047,2.776,0.042,0,147630.0,530.88,12.7654,0.0039,58228.0,880.19,13.4386,0.0164,130760.0,1561.0,11.9707,0.013,1.4679,,,4440.0,,,,,IN,0
153,183,150.1710864252,0.1013,-54.78951240645,0.1069,5260177499769684992,0.9771,0.1215,-3.583,0.213,2.134,0.225,0,1866.8,2.3521,17.5106,0.0014,955.98,14.856,17.9003,0.0169,1862.4,19.95,16.5867,0.0116,1.3135,,,,,,,,IN,0
154,349,150.1546836313,0.2011,-54.78899401763,0.1789,5260177705928086272,0.033,0.2222,-7.174,0.439,1.661,0.356,0,638.83,1.5034,18.6749,0.0026,375.93,14.389,18.9136,0.0416,989.39,18.417,17.2735,0.0202,1.6401,,,,,,,,IN,0
155,189,150.16842841313,0.1916,-54.78893078946,0.1768,5260177499769681024,-0.0552,0.2283,-5.651,0.38,3.129,0.334,0,558.0,2.0381,18.8218,0.004,,,,,,,,,,,,,,,,,IN,0
156,188,150.17667120901,0.0768,-54.78889340068,0.0725,5260177534129433472,-0.3261,0.09,-5.012,0.156,2.77,0.142,0,3010.4,6.9275,16.9918,0.0025,2064.6,138.0,17.0643,0.0726,4059.2,237.44,15.7408,0.0635,1.3235,,,5143.45,,,,,IN,0
157,235,150.17771018711,0.2105,-54.78887591507,0.2146,5260177534129433344,-0.016,0.2385,-3.349,0.446,2.036,0.498,0,683.41,3.0434,18.6017,0.0048,775.64,100.01,18.1272,0.14,1318.9,153.39,16.9614,0.1263,1.1659,,,,,,,,IN,0
158,194,150.17117301522,0.1949,-54.78882018684,0.1968,5260177499769684736,0.347,0.2355,-2.508,0.418,1.841,0.399,0,680.06,1.3637,18.607,0.0022,473.37,42.867,18.6634,0.0983,1187.7,28.237,17.0752,0.0258,1.5882,,,,,,,,IN,0
159,300,150.21096956205,0.0729,-54.78869714335,0.0681,5260177568498440832,0.3221,0.0846,-4.694,0.149,5.294,0.127,0,1881.8,1.7972,17.5019,0.001,501.99,10.099,18.5996,0.0218,2252.4,14.711,16.3803,0.0071,2.2193,,,,,,,,IN,0
160,414,150.16174223701,0.1278,-54.78862585221,0.1308,5260177701615239168,-0.4919,0.1527,-3.6,0.283,3.993,0.257,1,9929.6,10.757,15.696,0.0012,4628.4,12.737,16.1878,0.003,8527.3,16.547,14.9349,0.0021,1.2529,,,4834.0,,,,,IN,0
161,197,150.16811715009,0.081,-54.78852167122,0.0872,5260177499778947200,0.0065,0.1014,-3.636,0.17,3.101,0.157,0,2688.8,3.2337,17.1145,0.0013,,,,,,,,,,,,,,,,,IN,0
162,196,150.16907663943,0.0444,-54.78846064679,0.04,5260177499778947072,0.1299,0.0512,-4.023,0.101,2.742,0.087,0,6157.0,3.701,16.2149,0.0007,2905.3,26.85,16.6934,0.01,5717.8,68.341,15.3688,0.013,1.3246,,,4762.0,,,,,IN,0
163,394,150.14944652516,0.0342,-54.78845294935,0.0319,5260177705937372672,0.3361,0.0389,-8.16,0.069,3.733,0.06,0,8889.8,4.9007,15.8161,0.0006,4381.7,10.667,16.2473,0.0026,6675.4,14.287,15.2007,0.0023,1.0465,,,5172.27,,,2.27,3.319,IN,0
164,192,150.16707759174,0.0777,-54.78840571542,0.075,5260177499769681792,0.2479,0.0891,-2.882,0.161,3.828,0.144,0,4335.9,5.679,16.5957,0.0014,2412.4,18.386,16.8953,0.0083,4432.1,75.999,15.6454,0.0186,1.2499,,,5000.0,,,,,IN,0
165,363,150.15566037069,0.1474,-54.78832243275,0.1359,5260177705928090240,0.5777,0.1238,-7.997,0.387,3.877,0.349,0,2707.9,5.3231,17.1068,0.0021,,,,,,,,,,,,,,,,,IN,0
166,357,150.15125328335,0.0814,-54.78822802886,0.0767,5260177705928083328,0.0008,0.0961,-4.814,0.171,2.356,0.146,0,2022.7,2.2327,17.4235,0.0012,1041.2,10.918,17.8075,0.0114,2027.5,21.477,16.4945,0.0115,1.313,,,,,,,,IN,0
167,386,150.15546961041,0.1221,-54.78811063573,0.1224,5260177705937374336,0.1251,0.1448,-10.522,0.277,3.277,0.26,0,5413.6,16.589,16.3546,0.0033,3552.9,37.623,16.4749,0.0115,6292.2,26.464,15.2649,0.0046,1.21,,,5143.45,,,,,IN,0
168,147,150.17537028303,0.1513,-54.78785830912,0.1591,5260177529820998016,-0.1429,0.1786,-6.41,0.308,3.636,0.321,0,690.31,1.2647,18.5908,0.002,308.54,9.2141,19.1281,0.0324,920.48,13.276,17.3519,0.0157,1.7762,,,,,,,,IN,0
169,199,150.1662905639,0.0171,-54.78778699904,0.0163,5260177499778947584,0.0427,0.02,-4.277,0.034,2.499,0.03,0,76394.0,190.74,13.4807,0.0027,34880.0,249.34,13.995,0.0078,62655.0,471.26,12.7695,0.0082,1.2254,,,4891.09,,,,,IN,0
170,335,150.16328979653,0.0519,-54.78766067289,0.0485,5260177701619687424,0.061,0.0613,-5.99,0.108,3.535,0.095,0,5094.8,3.8531,16.4205,0.0008,1469.0,9.7241,17.4338,0.0072,5743.6,12.059,15.364,0.0023,2.0698,,,3642.0,1.318,0.617,,,IN,0
