,index,RA,e_RA_ICRS,DEC,e_DE_ICRS,MainID,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,Dup,FG,e_FG,Gmag,e_Gmag,FBP,e_FBP,BPmag,e_BPmag,FRP,e_FRP,RPmag,e_RPmag,BP-RP,RV,e_RV,Teff,AG,E_BP-RP_,Rad,Lum,in_field,Weight
171,267,150.18517396534,0.019,-54.78758016568,0.0176,5260177529815990272,0.091,0.0216,-3.915,0.039,2.883,0.034,0,58342.0,129.98,13.7734,0.0024,25420.0,113.39,14.3384,0.0048,51996.0,379.83,12.972,0.0079,1.3664,,,4610.0,,,,,IN,0
172,170,150.20254185825,0.1157,-54.78753860871,0.1254,5260177461097025280,0.7241,0.1437,-4.881,0.237,1.847,0.229,0,1016.6,1.4283,18.1705,0.0015,340.75,7.2143,19.0203,0.023,1043.1,10.833,17.2162,0.0113,1.8041,,,,,,,,IN,0
173,331,150.14373340443,0.1695,-54.78748403696,0.1737,5260177701619686144,0.3805,0.2219,-5.886,0.357,3.944,0.303,0,675.44,1.2837,18.6144,0.0021,216.79,7.9129,19.5113,0.0396,736.79,13.355,17.5936,0.0197,1.9177,,,,,,,,IN,0
174,234,150.16981380027,0.0228,-54.78741630605,0.0228,5260177499778949632,0.0937,0.0267,-4.271,0.047,2.75,0.042,0,21225.0,6.8748,14.8713,0.0004,9659.6,14.827,15.389,0.0017,17467.0,19.789,14.1564,0.0012,1.2326,,,4907.5,,,,,IN,0
175,247,150.18317059981,0.0954,-54.78740399158,0.0891,5260177534129453952,0.0322,0.115,-4.336,0.201,2.873,0.171,0,1403.2,1.5145,17.8206,0.0012,742.43,17.241,18.1748,0.0252,1397.4,12.288,16.8986,0.0095,1.2762,,,,,,,,IN,0
176,345,150.14536634873,0.1561,-54.78735636691,0.146,5260177701615195648,0.1598,0.188,-4.923,0.311,3.739,0.282,0,666.03,1.6146,18.6296,0.0026,255.03,7.6249,19.3349,0.0325,687.49,11.167,17.6688,0.0176,1.6662,,,,,,,,IN,0
177,222,150.18498199173,0.2808,-54.78732777476,0.2493,5260177534138694016,0.14,0.1918,-5.314,0.693,1.914,0.558,0,2970.0,11.047,17.0065,0.004,,,,,,,,,,,,,,,,,IN,0
178,106,150.12759453393,0.0982,-54.78715250409,0.1084,5260177392377553920,0.4171,0.115,-2.548,0.213,1.871,0.231,0,1649.0,1.7215,17.6453,0.0011,639.02,8.8829,18.3376,0.0151,1527.1,10.268,16.8022,0.0073,1.5354,,,,,,,,IN,0
179,166,150.17163366477,0.0299,-54.78710152342,0.0298,5260177499779105152,0.1716,0.0361,-4.022,0.062,2.78,0.056,0,10158.0,4.9674,15.6713,0.0005,4648.2,15.006,16.1832,0.0035,8485.6,13.307,14.9402,0.0017,1.243,,,4927.47,,,,,IN,0
180,255,150.19217934738,0.1095,-54.78678921251,0.1063,5260177529816504576,0.1383,0.1314,-4.48,0.23,2.635,0.202,0,1056.5,1.4884,18.1287,0.0015,457.1,7.5574,18.7014,0.018,1001.0,9.785,17.2608,0.0106,1.4405,,,,,,,,IN,0
181,215,150.16742507954,0.0929,-54.78677442204,0.086,5260177499769686528,0.0164,0.1064,-3.73,0.186,3.068,0.165,0,1786.0,2.5656,17.5587,0.0016,965.2,17.091,17.8898,0.0192,1961.3,34.449,16.5306,0.0191,1.3593,,,,,,,,IN,0
182,87,150.12981005216,0.2386,-54.78661962906,0.2737,5260177396690392832,0.3113,0.257,-4.189,0.473,3.015,0.571,0,482.97,1.2114,18.9786,0.0027,180.33,10.644,19.7112,0.0641,485.18,9.169,18.0472,0.0205,1.6641,,,,,,,,IN,0
183,223,150.18350053616,0.209,-54.78654296139,0.1862,5260177534138694272,1.1561,0.2379,-4.228,0.413,3.504,0.349,0,1182.0,2.7586,18.0069,0.0025,,,,,,,,,,,,,,,,,IN,0
184,225,150.17721834829,0.1114,-54.78639914615,0.114,5260177534138692352,0.2789,0.1324,-3.863,0.236,3.22,0.228,0,1133.8,1.4496,18.052,0.0014,507.45,10.091,18.5879,0.0216,1055.3,12.015,17.2035,0.0124,1.3844,,,,,,,,IN,0
185,167,150.18487636221,0.0416,-54.78635405142,0.0401,5260177534129457024,0.1322,0.0489,-4.183,0.089,2.822,0.077,0,5614.4,3.7903,16.3151,0.0007,3051.7,147.06,16.64,0.0523,5671.7,441.2,15.3776,0.0845,1.2624,,,4993.5,,,,,IN,0
186,94,150.12832941832,0.232,-54.78632787425,0.2344,5260177392382039936,0.2253,0.2805,-4.256,0.517,3.254,0.485,0,960.97,2.1948,18.2316,0.0025,404.7,18.053,18.8335,0.0484,972.27,11.464,17.2925,0.0128,1.5411,,,,,,,,IN,0
187,146,150.17539802291,0.1613,-54.7862253437,0.1631,5260177529820997888,0.3128,0.1988,-2.148,0.335,4.039,0.31,0,754.07,1.4361,18.4948,0.0021,351.12,9.4136,18.9877,0.0291,884.8,13.151,17.3948,0.0161,1.5929,,,,,,,,IN,0
188,374,150.16232330536,0.1962,-54.78622233776,0.1885,5260177705928108288,0.3699,0.2394,-4.339,0.395,2.369,0.35,0,541.79,1.1661,18.8538,0.0023,254.1,7.8948,19.3389,0.0337,544.93,9.7406,17.9211,0.0194,1.4178,,,,,,,,IN,0
189,224,150.1840602858,0.0324,-54.78612720387,0.0325,5260177534138694528,1.0346,0.0392,-6.568,0.068,6.41,0.062,0,8645.0,5.3319,15.8465,0.0007,4217.3,34.287,16.2888,0.0088,8535.6,130.9,14.9338,0.0167,1.355,,,4595.73,,,0.99,0.395,IN,0
190,353,150.14104981821,1.3684,-54.78602004967,1.5162,5260177701615200384,,,,,,,0,1739.6,10.803,17.5872,0.0067,856.76,19.844,18.0192,0.0251,2158.7,41.249,16.4265,0.0207,1.5928,,,,,,,,IN,0
191,397,150.16473332738,0.2027,-54.78589840719,0.1858,5260177705928115584,-0.6791,0.244,-4.264,0.409,2.579,0.378,0,529.24,1.2808,18.8792,0.0026,338.63,17.34,19.0271,0.0556,682.65,25.963,17.6764,0.0413,1.3506,,,,,,,,IN,0
192,346,150.1419050721,0.1734,-54.78587069883,0.1749,5260177705928076928,-0.3283,0.2031,-4.36,0.355,3.273,0.35,0,754.16,2.0151,18.4947,0.0029,415.87,6.183,18.804,0.0161,869.76,46.063,17.4134,0.0575,1.3906,,,,,,,,IN,0
193,221,150.18036855617,0.0718,-54.78571866554,0.07,5260177534138693888,0.1154,0.0851,-5.87,0.151,3.257,0.137,0,2210.3,1.908,17.3273,0.0009,990.58,9.8926,17.8617,0.0108,1910.3,8.7204,16.5592,0.005,1.3025,,,,,,,,IN,0
194,177,150.17797803412,0.2537,-54.7856658547,0.2607,5260177529816921600,0.595,0.3139,2.405,0.555,7.751,0.515,0,1191.6,5.1404,17.9981,0.0047,685.56,10.051,18.2613,0.0159,1469.9,13.399,16.8437,0.0099,1.4176,,,,,,,,IN,0
195,250,150.1749132731,0.177,-54.78562369882,0.1745,5260177534129448320,0.1203,0.2148,-3.936,0.366,3.206,0.342,0,563.42,1.1389,18.8113,0.0022,397.88,6.7937,18.852,0.0185,677.2,22.891,17.6851,0.0367,1.1669,,,,,,,,IN,0
196,330,150.14284241254,0.1223,-54.78560895889,0.1185,5260177701619686016,-0.0615,0.146,-4.093,0.256,2.345,0.227,0,1166.9,2.0582,18.0208,0.0019,411.4,16.421,18.8157,0.0433,1712.2,24.597,16.6781,0.0156,2.1377,,,,,,,,IN,0
197,248,150.17780245471,0.6294,-54.78549560634,0.5098,5260177534129452032,0.1767,0.3871,-4.419,1.42,2.151,1.061,0,506.81,1.7911,18.9262,0.0038,,,,,,,,,,,,,,,,,IN,0
198,303,150.20892546095,0.0262,-54.78545292086,0.0236,5260177568498441600,0.1214,0.0299,-4.147,0.053,2.62,0.044,0,402200.0,112.76,11.6773,0.0003,91627.0,205.94,12.9463,0.0024,483480.0,757.54,10.551,0.0017,2.3954,46.68,0.58,3562.61,1.5547,0.7757,,,IN,0
199,439,150.16684378824,0.1117,-54.78534257565,0.1063,5260177701619688448,0.3439,0.1318,-6.108,0.24,2.895,0.214,0,1068.8,1.3255,18.1161,0.0013,407.36,7.4917,18.8265,0.02,1111.2,10.384,17.1474,0.0101,1.679,,,,,,,,IN,0
200,289,150.20039835403,0.1914,-54.78530506242,0.1701,5260177564176245632,0.4424,0.2214,-7.805,0.379,5.327,0.337,0,527.3,1.1418,18.8832,0.0024,207.72,6.5087,19.5577,0.034,544.82,10.254,17.9213,0.0204,1.6364,,,,,,,,IN,0
201,190,150.17469247469,0.0439,-54.78499637317,0.0423,5260177534138691840,0.1225,0.0504,-4.077,0.092,2.752,0.084,0,5561.7,3.7017,16.3254,0.0007,2591.1,12.611,16.8177,0.0053,4745.4,21.401,15.5712,0.0049,1.2464,,,4901.83,,,,,IN,0
202,385,150.15600323796,0.0235,-54.78492939578,0.024,5260177705937375872,0.4665,0.0282,-5.883,0.048,4.607,0.044,0,18831.0,6.6885,15.0012,0.0004,9847.8,16.587,15.368,0.0018,13428.0,20.785,14.4419,0.0017,0.9261,,,5317.38,,,2.23,3.571,IN,0
203,377,150.16027150217,0.2174,-54.78491570927,0.2087,5260177705928109952,0.0346,0.2709,-3.578,0.427,3.196,0.366,0,486.59,1.2172,18.9705,0.0027,259.52,7.3011,19.316,0.0305,537.63,9.982,17.9357,0.0202,1.3802,,,,,,,,IN,0
204,336,150.1659535192,0.1541,-54.78469804168,0.1356,5260177701619688064,0.0736,0.179,-3.488,0.303,1.166,0.267,0,853.64,1.3947,18.3602,0.0018,408.43,10.519,18.8236,0.028,999.25,10.485,17.2627,0.0114,1.5609,,,,,,,,IN,0
205,219,150.17653948361,0.0733,-54.78457850864,0.0697,5260177534138693632,0.0512,0.086,-3.991,0.151,2.777,0.136,0,2009.9,1.7564,17.4304,0.0009,925.36,10.303,17.9356,0.0121,1752.5,10.136,16.6528,0.0063,1.2828,,,,,,,,IN,0
206,369,150.15258783761,0.1544,-54.78450268276,0.1525,5260177705928098688,0.0641,0.188,-4.239,0.322,2.963,0.309,0,665.38,1.2229,18.6307,0.002,305.29,6.6146,19.1396,0.0235,630.17,8.0005,17.7633,0.0138,1.3763,,,,,,,,IN,0
207,179,150.17377946535,0.0607,-54.78441447117,0.0599,5260177534129448192,0.0336,0.0726,-4.787,0.127,3.696,0.116,0,3433.4,3.6877,16.849,0.0012,931.53,8.9084,17.9284,0.0104,4113.3,16.527,15.7264,0.0044,2.202,,,3665.33,,,,,IN,0
208,360,150.148740861,0.2159,-54.78438954757,0.203,5260177705928091904,0.4322,0.258,-4.487,0.434,3.526,0.383,0,490.37,1.0557,18.9621,0.0023,214.32,9.8644,19.5237,0.05,584.28,10.481,17.8454,0.0195,1.6783,,,,,,,,IN,0
209,254,150.1840816917,0.0914,-54.78413538925,0.0887,5260177534129467392,-0.093,0.1108,-7.904,0.196,5.65,0.174,0,5780.3,6.0196,16.2835,0.0011,2934.2,15.929,16.6827,0.0059,5058.2,21.78,15.5019,0.0047,1.1807,,,4920.0,,,,,IN,0
210,352,150.13985002187,0.146,-54.78387771207,0.1599,5260177701615203840,0.1387,0.1756,-6.86,0.302,3.531,0.34,0,703.18,1.1819,18.5707,0.0018,222.94,6.7047,19.4809,0.0327,753.9,7.7347,17.5686,0.0111,1.9123,,,,,,,,IN,0
211,191,150.19093991014,0.1346,-54.78385329982,0.133,5260177534131880960,0.6116,0.1601,-2.745,0.293,3.92,0.271,0,1160.6,2.3936,18.0267,0.0022,601.04,19.568,18.4041,0.0353,1388.5,22.976,16.9055,0.018,1.4986,,,,,,,,IN,0
212,368,150.15188321941,0.1337,-54.78381464476,0.1309,5260177705928098560,0.1999,0.1617,-3.778,0.278,2.636,0.264,0,766.3,1.2507,18.4774,0.0018,356.14,10.771,18.9723,0.0328,760.91,12.017,17.5586,0.0171,1.4137,,,,,,,,IN,0
213,428,150.14600606417,0.1954,-54.78371582979,0.1931,5260177705928087808,0.7164,0.2347,-8.58,0.414,5.173,0.369,0,479.44,1.0475,18.9865,0.0024,200.71,7.0186,19.5949,0.038,466.66,9.0424,18.0894,0.021,1.5055,,,,,,,,IN,0
214,97,150.12696797965,0.0523,-54.78365352331,0.0492,5260177396690396672,0.4851,0.0609,-4.86,0.109,4.575,0.092,0,5761.8,3.775,16.287,0.0007,2951.3,39.54,16.6764,0.0145,5052.8,72.782,15.5031,0.0156,1.1733,,,4920.0,,,1.44,1.087,IN,0
215,398,150.16073130779,0.1787,-54.78363222371,0.1783,5260177705928116096,-0.4705,0.2149,-6.713,0.361,4.272,0.329,0,658.94,1.7607,18.6413,0.0029,292.42,9.7408,19.1864,0.0362,814.94,10.884,17.4841,0.0145,1.7023,,,,,,,,IN,0
216,241,150.1883173684,0.0265,-54.78362437793,0.0251,5260177534138698368,0.0832,0.031,-4.19,0.057,2.767,0.049,0,310030.0,69.997,11.9599,0.0002,126930.0,162.24,12.5925,0.0014,275170.0,308.2,11.1629,0.0012,1.4296,,,4405.33,,,,,IN,0
217,220,150.17616334136,0.1449,-54.78351494676,0.1447,5260177534138693760,-0.6717,0.1741,-3.457,0.316,3.335,0.286,0,2613.2,3.1697,17.1454,0.0013,672.54,6.4814,18.2821,0.0105,3256.6,9.103,15.98,0.003,2.3021,,,,,,,,IN,0
218,243,150.1817095872,0.0506,-54.78321651141,0.0481,5260177534138695808,0.7804,0.0598,-8.728,0.107,4.022,0.093,0,4026.7,2.6847,16.676,0.0007,1842.0,9.7827,17.1882,0.0058,3473.2,23.22,15.9101,0.0073,1.2781,,,4929.3,0.5495,0.288,0.74,0.293,IN,0
219,251,150.17797511102,0.0896,-54.78321452753,0.0856,5260177534129459200,0.1695,0.1033,-5.689,0.184,5.469,0.165,0,1525.7,1.5718,17.7297,0.0011,643.72,21.149,18.3296,0.0357,1648.6,21.135,16.7192,0.0139,1.6105,,,,,,,,IN,0
220,240,150.18603692226,0.048,-54.78299196666,0.0461,5260177534138697856,0.0998,0.0563,-4.162,0.102,2.623,0.09,0,4709.0,3.0159,16.506,0.0007,2377.5,37.731,16.9111,0.0172,4301.0,51.157,15.678,0.0129,1.2331,,,4848.5,,,,,IN,0
221,114,150.1267643659,0.3291,-54.78289164731,0.3334,5260177396699723008,-0.4233,0.3987,-4.629,0.705,3.647,0.623,1,49596.0,44.372,13.9498,0.001,17915.0,23.241,14.7184,0.0014,47995.0,36.496,13.0589,0.0008,1.6594,,,4164.47,,,,,IN,0
222,252,150.17747013813,0.206,-54.78272944127,0.1786,5260177534129460352,0.0015,0.2148,-4.854,0.535,2.754,0.361,0,842.98,1.7413,18.3738,0.0022,,,,,,,,,,,,,,,,,IN,0
223,165,150.18198496795,0.1882,-54.78235154392,0.1761,5260177534129469824,-0.3218,0.2195,-5.991,0.422,2.78,0.341,0,3282.6,5.4495,16.8978,0.0018,1699.6,32.378,17.2755,0.0207,3092.2,38.198,16.0362,0.0134,1.2392,,,4920.0,,,,,IN,0
224,176,150.17725244306,0.031,-54.78234847178,0.0299,5260177529816921472,0.0768,0.0367,-4.16,0.066,2.697,0.057,0,10006.0,9.1385,15.6877,0.001,4721.4,24.231,16.1662,0.0056,8708.6,38.861,14.912,0.0048,1.2542,,,4820.41,,,,,IN,0
225,257,150.18086703225,0.1226,-54.78234728072,0.1192,5260177534129468800,-0.3217,0.146,-4.239,0.26,3.033,0.23,0,1000.9,1.3073,18.1874,0.0014,477.55,5.0363,18.6539,0.0115,954.32,25.09,17.3127,0.0285,1.3412,,,,,,,,IN,0
226,376,150.15526737484,0.1448,-54.78230322316,0.137,5260177705928109440,0.8929,0.1681,-4.618,0.297,0.262,0.264,0,803.14,1.2659,18.4264,0.0017,275.24,11.012,19.2521,0.0434,894.4,7.956,17.3831,0.0097,1.869,,,,,,,,IN,0
227,415,150.16204750966,0.1426,-54.78225638952,0.1377,5260177705928123520,0.1575,0.166,-3.527,0.285,3.113,0.256,0,825.25,1.3771,18.3969,0.0018,380.9,9.9671,18.8993,0.0284,749.28,8.1957,17.5753,0.0119,1.324,,,,,,,,IN,0
228,380,150.14457589903,0.1093,-54.78207238198,0.1158,5260177705937374720,-0.038,0.1268,-2.784,0.231,1.472,0.234,0,2144.9,3.127,17.3598,0.0016,1010.6,10.358,17.84,0.0111,1977.3,10.681,16.5217,0.0059,1.3182,,,,,,,,IN,0
229,239,150.18957683652,0.049,-54.78188227211,0.0454,5260177534138699904,0.0996,0.0565,-4.099,0.098,2.744,0.085,0,4489.0,2.976,16.558,0.0007,2013.3,12.798,17.0916,0.0069,3952.8,18.007,15.7697,0.0049,1.322,,,4820.38,,,,,IN,0
230,382,150.16043524917,0.2232,-54.78184332351,0.2364,5260177705928121984,-0.9256,0.2835,-3.789,0.506,2.603,0.435,0,898.29,2.006,18.3048,0.0024,588.68,13.893,18.4267,0.0256,1360.4,15.147,16.9278,0.0121,1.4989,,,,,,,,IN,0
231,264,150.18677623511,0.1707,-54.78176999914,0.1651,5260177534129480320,-0.1397,0.2046,-4.72,0.359,1.319,0.314,0,580.94,1.1469,18.778,0.0021,318.26,12.838,19.0944,0.0438,672.54,17.072,17.6926,0.0276,1.4018,,,,,,,,IN,0
232,262,150.18224588357,0.0907,-54.7817334146,0.0853,5260177534129473408,0.471,0.1068,-1.908,0.189,-0.808,0.164,0,1568.2,1.645,17.6998,0.0011,661.47,20.696,18.3001,0.034,1650.3,24.289,16.718,0.016,1.5821,,,,,,,,IN,0
233,127,150.12805129614,0.0768,-54.78170421107,0.0737,5260177396699724288,0.6478,0.0905,-14.922,0.156,5.326,0.134,0,2163.9,2.0716,17.3503,0.001,950.3,9.0069,17.9067,0.0103,1975.8,11.907,16.5226,0.0065,1.3842,,,,,,,,IN,0
234,351,150.14134687256,0.1687,-54.7816698738,0.1721,5260177705928087168,-0.175,0.1999,-4.282,0.372,2.608,0.361,0,694.52,1.2842,18.5841,0.002,338.06,17.033,19.0289,0.0547,663.51,13.806,17.7073,0.0226,1.3216,,,,,,,,IN,0
235,411,150.16077536292,0.3532,-54.78164409233,0.3847,5260177705937380352,-0.6078,0.3594,-4.924,0.618,3.897,0.663,0,597.36,1.5678,18.7478,0.0028,,,,,,,,,,,,,,,,,IN,0
236,358,150.14598510322,0.1214,-54.78161045759,0.1254,5260177705928096000,0.0543,0.1378,-4.48,0.243,2.507,0.247,0,987.65,1.4603,18.2019,0.0016,435.43,12.984,18.7541,0.0324,876.89,14.886,17.4046,0.0184,1.3495,,,,,,,,IN,0
237,407,150.16595852179,0.0407,-54.7814128932,0.0377,5260177740297121280,0.0479,0.0477,-4.388,0.084,2.601,0.073,0,7025.6,5.1568,16.0717,0.0008,3120.5,12.476,16.6158,0.0043,5909.4,11.681,15.3331,0.0021,1.2828,,,4935.56,,,,,IN,0
238,387,150.14281219332,0.2749,-54.78115210395,0.281,5260177705937374592,-0.6309,0.3285,-3.06,0.627,3.907,0.567,0,3143.5,7.5611,16.9448,0.0026,1389.2,9.0576,17.4945,0.0071,2912.0,12.149,16.1014,0.0045,1.393,,,4777.33,,,,,IN,0
239,417,150.15746552492,0.0486,-54.78110553819,0.0493,5260177701615240960,-0.0193,0.059,-4.224,0.101,2.695,0.09,0,4061.5,2.7429,16.6666,0.0007,1859.8,16.04,17.1777,0.0094,3484.0,12.329,15.9067,0.0038,1.271,,,4889.0,,,,,IN,0
240,139,150.17445236499,0.1173,-54.7810523062,0.1061,5260177534129458944,0.1265,0.1353,-3.59,0.274,2.677,0.214,0,1644.5,2.075,17.6483,0.0014,937.5,9.5176,17.9215,0.011,1817.5,15.55,16.6132,0.0093,1.3082,,,,,,,,IN,0
241,339,150.1484673564,0.1143,-54.78102320348,0.1127,5260177705937531648,0.1896,0.1351,-3.434,0.235,3.02,0.229,0,1534.2,2.2532,17.7236,0.0016,591.14,7.8504,18.4222,0.0144,1664.4,10.987,16.7087,0.0072,1.7134,,,,,,,,IN,0
242,256,150.17818419647,0.1357,-54.78100569897,0.1285,5260177534129468416,0.2687,0.1583,-4.278,0.291,3.107,0.259,0,815.0,1.3736,18.4105,0.0018,366.97,9.3704,18.9398,0.0277,854.91,8.7478,17.4321,0.0111,1.5077,,,,,,,,IN,0
243,412,150.1585073092,0.1126,-54.78071429317,0.1172,5260177705928122368,-0.038,0.1408,-4.024,0.234,2.69,0.211,0,1011.0,1.325,18.1765,0.0014,493.22,18.606,18.6188,0.041,940.7,18.066,17.3283,0.0209,1.2905,,,,,,,,IN,0
244,172,150.1737401489,0.1745,-54.78066656828,0.1766,5260177534129460480,0.1593,0.2084,-4.254,0.42,3.033,0.364,0,675.7,1.7725,18.614,0.0028,373.38,27.397,18.921,0.0797,709.72,4.2649,17.6342,0.0065,1.2868,,,,,,,,IN,0
245,246,150.17789209591,0.0321,-54.780088554,0.03,5260177534138696960,0.2943,0.0369,-6.575,0.069,5.549,0.06,0,10196.0,5.3215,15.6673,0.0006,4386.5,12.217,16.2461,0.003,9034.9,23.4,14.8721,0.0028,1.374,,,4516.81,,,3.98,5.93,IN,0
246,104,150.12821345511,0.1911,-54.77990314251,0.1942,5260177396690428160,0.2038,0.2412,-7.229,0.4,1.233,0.353,0,768.6,2.0824,18.4741,0.0029,,,,,,,,,,,,,,,,,IN,0
247,379,150.15118863382,0.0296,-54.77952818303,0.0284,5260177705937378304,1.0626,0.0346,-7.099,0.062,-1.759,0.058,0,10724.0,5.3681,15.6125,0.0005,4977.9,12.68,16.1088,0.0028,8424.8,10.051,14.948,0.0013,1.1607,,,4876.15,0.443,0.2173,0.91,0.426,IN,0
248,121,150.12835605116,0.0342,-54.77937226376,0.0354,5260177396699725824,0.1694,0.0419,-4.036,0.07,2.807,0.063,0,7914.0,6.0653,15.9424,0.0008,3690.5,25.536,16.4337,0.0075,6873.3,55.716,15.169,0.0088,1.2647,,,4822.0,,,,,IN,0
249,405,150.15546575874,0.1092,-54.77929611548,0.1054,5260177701615243264,0.0018,0.1277,-6.366,0.224,5.055,0.193,0,1154.3,1.6096,18.0325,0.0015,436.93,9.3032,18.7504,0.0231,1128.5,9.3365,17.1307,0.009,1.6197,,,,,,,,IN,0
250,337,150.1686294425,0.1985,-54.77903722559,0.1986,5260177735979427072,-0.0108,0.2368,-2.73,0.419,2.986,0.387,0,577.5,1.2445,18.7845,0.0023,210.98,12.888,19.5408,0.0663,820.21,12.695,17.4771,0.0168,2.0637,,,,,,,,IN,0
251,328,150.13906553968,0.22,-54.77899884191,0.2195,5260177770339162368,-0.1335,0.2742,-3.446,0.48,3.172,0.441,0,522.41,1.2601,18.8933,0.0026,208.28,13.57,19.5548,0.0707,782.84,14.576,17.5277,0.0202,2.027,,,,,,,,IN,0
252,355,150.13258030035,0.1638,-54.77889766658,0.1731,5260177774647558656,0.2854,0.203,-10.795,0.342,3.561,0.326,0,641.68,1.3219,18.6701,0.0022,275.55,10.831,19.2509,0.0427,614.95,8.775,17.7898,0.0155,1.4611,,,,,,,,IN,0
253,293,150.18894576732,0.0619,-54.77889457753,0.0607,5260177632895753600,0.1605,0.0727,-4.29,0.129,2.762,0.115,0,2889.0,2.4235,17.0365,0.0009,1127.4,11.781,17.7212,0.0113,2739.4,11.593,16.1678,0.0046,1.5534,,,4358.0,,,,,IN,0
254,265,150.17563181182,0.2049,-54.7786953038,0.1514,5260177534138697088,1.0358,0.165,-10.42,0.491,3.48,0.289,0,2051.8,4.7424,17.408,0.0025,,,,,,,,,,,,,,,,,IN,0
255,406,150.15953404207,0.0394,-54.77855116853,0.0403,5260177740297121024,0.4176,0.0488,-1.504,0.084,8.899,0.073,0,7325.4,6.513,16.0263,0.001,2840.2,12.29,16.718,0.0047,6648.7,10.501,15.2051,0.0017,1.5129,,,4357.35,,,2.64,2.266,IN,0
256,350,150.13516811071,0.0839,-54.77853209088,0.0851,5260177774647563392,-0.0383,0.0999,-5.987,0.174,3.836,0.164,0,1861.5,2.049,17.5137,0.0012,767.98,20.517,18.138,0.029,2152.1,31.911,16.4298,0.0161,1.7082,,,,,,,,IN,0
257,361,150.13771253009,0.203,-54.77844575001,0.2122,5260177774647569280,-0.3015,0.2267,-5.686,0.442,0.852,0.426,0,738.7,2.4766,18.5172,0.0036,520.05,29.594,18.5613,0.0618,896.38,21.425,17.3807,0.026,1.1806,,,,,,,,IN,0
